content_policy_id,column,true_count,false_count,true_percentage,false_percentage
7,illicit,5.0,8395.0,0.05952380952380953,99.94047619047619
7,illicit/violent,0.0,8400.0,0.0,100.0
8,flagged,569.0,7831.0,6.773809523809524,93.22619047619047
8,harassment,383.0,8017.0,4.55952380952381,95.44047619047619
8,harassment/threatening,2.0,8398.0,0.023809523809523808,99.97619047619047
8,hate,19.0,8381.0,0.2261904761904762,99.77380952380952
8,hate/threatening,0.0,8400.0,0.0,100.0
8,self-harm,0.0,8400.0,0.0,100.0
8,self-harm/intent,0.0,8400.0,0.0,100.0
8,self-harm/instructions,0.0,8400.0,0.0,100.0
8,sexual,0.0,8400.0,0.0,100.0
8,violence,60.0,8340.0,0.7142857142857143,99.28571428571429
8,violence/graphic,0.0,8400.0,0.0,100.0
8,illicit,173.0,8227.0,2.0595238095238093,97.94047619047619
8,illicit/violent,5.0,8395.0,0.05952380952380953,99.94047619047619
9,flagged,4212.0,4188.0,50.142857142857146,49.857142857142854
9,harassment,348.0,8052.0,4.142857142857142,95.85714285714285
9,harassment/threatening,1.0,8399.0,0.011904761904761904,99.98809523809524
9,hate,0.0,8400.0,0.0,100.0
9,hate/threatening,0.0,8400.0,0.0,100.0
9,self-harm,2.0,8398.0,0.023809523809523808,99.97619047619047
9,self-harm/intent,2.0,8398.0,0.023809523809523808,99.97619047619047
9,self-harm/instructions,0.0,8400.0,0.0,100.0
9,sexual,0.0,8400.0,0.0,100.0
9,violence,21.0,8379.0,0.25,99.75
9,violence/graphic,0.0,8400.0,0.0,100.0
9,illicit,4015.0,4385.0,47.79761904761905,52.202380952380956
9,illicit/violent,2.0,8398.0,0.023809523809523808,99.97619047619047
